Title,Local Call Number,LC Call Number,Physical Availability
"Preston Dickinson, 1889-1930 / by Ruth Cloudman",ND237.D462 A4 1979 ,ND237.D462 A4 1979 ,Physical version at KSL Stacks 3rd Floor; Kelvin Smith Library; ND237.D462A4 1979; (1 items out of 1 available)
A place of refuge : Maynard Dixon's Arizona / Thomas Brent Smith ; with contributions from Donald J. Hagerty,,ND237.D5 A4 2008  and others,Physical version at KSL Stacks 3rd Floor; Kelvin Smith Library; ND237.D5A4 2008; (1 items out of 1 available)
"The thunderbird remembered : Maynard Dixon, the man and the artist / sketched from memory by his wife Dorothea Lange, his last wife Edith Hamlin, and his two sons Daniel and John",ND237.D5 T58 1994  and others,ND237.D5 T58 1994 ,Physical version at KSL Stacks 3rd Floor; Kelvin Smith Library; ND237.D5T58 1994; (1 items out of 1 available)
"Arthur Dove : [exhibition], San Francisco Museum of Art / Barbara Haskell",ND237.D67H37 ,ND237.D67 H37 ,Physical version at KSL Stacks 3rd Floor; Kelvin Smith Library; ND237.D67H37; (1 items out of 1 available)
"Frank Duveneck: painter-teacher, by Josephine W. Duveneck",,ND237.D85 D86 ,Physical version at KSL Stacks 3rd Floor; Kelvin Smith Library; ND237.D85D86; (1 items out of 1 available)
Asher Brown Durand : his art and art theory in relation to his times / by David B. Lawall,ND237.D8 L33 1966a ,ND237.D8 L33 1966a ,Physical version at KSL Stacks 3rd Floor; Kelvin Smith Library; ND237.D8L33 1966a; (2 items out of 2 available)
"An Eakins masterpiece restored : seeing the Gross Clinic anew / edited by Kathleen A. Foster, Mark S. Tucker ; with essays by Steven Conn, Kathleen A. Foster, Mark S. Schreiner, MD, Mark S. Tucker",,ND237.E15 A64 2012 ,Physical version at KSL Stacks 3rd Floor; Kelvin Smith Library; ND237.E15 A64 2012; (1 items out of 1 available)
Manly pursuits : writings on the sporting images of Thomas Eakins / edited by Ilene Susan Fort,,ND237.E15 M24 2011 ,Physical version at KSL Stacks 3rd Floor; Kelvin Smith Library; ND237.E15 M24 2011; (1 items out of 1 available)
"Realism, writing, disfiguration : on Thomas Eakins and Stephen Crane / Michael Fried",ND237.E15A64 1987 ,ND237.E15 A64 1987 ,Physical version at KSL Stacks 3rd Floor; Kelvin Smith Library; ND237.E15A64 1987; (1 items out of 1 available)
Man made : Thomas Eakins and the construction of Gilded Age manhood / Martin A. Berger,,ND237.E15 B47 2000 ,Physical version at KSL Stacks 3rd Floor; Kelvin Smith Library; ND237.E15B47 2000; (1 items out of 1 available)
Thomas Eakins and the cultures of modernity / Alan C. Braddock,,ND237.E15 B73 2009 ,Physical version at KSL Stacks 3rd Floor; Kelvin Smith Library; ND237.E15B73 2009; (1 items out of 1 available)
Thomas Eakins / by Alice A. Carter,,ND237.E15 C37 2001 ,Physical version at KSL Stacks 3rd Floor; Kelvin Smith Library; ND237.E15C37 2001; (1 items out of 1 available)
"Thomas Eakins : the rowing pictures / Helen A. Cooper ; with contributions by Martin A. Berger, Christina Currie, Amy B. Werbel",,ND237.E15 C66 1996 ,Physical version at KSL Stacks 3rd Floor; Kelvin Smith Library; ND237.E15C66 1996; (1 items out of 1 available)
"Thomas Eakins, by Lloyd Goodrich",ND237.E15G59 1970 ,,Physical version at KSL Stacks 3rd Floor; Kelvin Smith Library; ND237.E15G59 1970; (1 items out of 1 available)
"Thomas Eakins, the heroism of modern life / by Elizabeth Johns",ND237.E15J64 1983 ,ND237.E15 J64 1983 ,Physical version at KSL Stacks 3rd Floor; Kelvin Smith Library; ND237.E15J64 1983; (1 items out of 1 available)
The revenge of Thomas Eakins / Sidney D. Kirkpatrick,,ND237.E15 K55 2006 ,Physical version at KSL Stacks 3rd Floor; Kelvin Smith Library; ND237.E15K55 2006; (1 items out of 1 available)
"Thomas Eakins, by Roland McKinney; photo research and bibliography by Aimée Crane",ND237.E15M3 ,ND237.E15 M3 ,Physical version at KSL Stacks 3rd Floor; Kelvin Smith Library; ND237.E15M3; (1 items out of 1 available)
Thomas Eakins and antiheroic modernism / by Ann Bronwyn Paulk,ND237.E15 P38 2002a ,ND237.E15 P38 2002a ,Physical version at KSL Stacks 3rd Floor; Kelvin Smith Library; ND237.E15P38 2002a; (0 items out of 1 available)
Thomas Eakins / by Fairfield Porter,,ND237.E15 P6 ,Physical version at KSL Stacks 3rd Floor; Kelvin Smith Library; ND237.E15P6; (1 items out of 1 available)
Eakins,ND237.E15S3 ,ND237.E15 S3 ,Physical version at KSL Stacks 3rd Floor; Kelvin Smith Library; ND237.E15S3; (1 items out of 1 available)
Seth Eastman pictorial historian of the Indian,ND237.E35M33 ,ND237.E35 M33 ,Physical version at KSL Stacks 3rd Floor; Kelvin Smith Library; ND237.E35M33; (1 items out of 1 available)
"Francis W. Edmonds, American master in the Dutch tradition / H. Nichols B. Clark",ND237.E394A4 1988 ,ND237.E394 A4 1988 ,Physical version at KSL Stacks 3rd Floor; Kelvin Smith Library; ND237.E394A4 1988; (1 items out of 1 available)
"Richard Estes : the complete paintings, 1966-1985 / by Louis K. Meisel ; with an essay by John Perreault",,ND237.E75 M45 1986 ,Physical version at KSL Stacks 3rd Floor; Kelvin Smith Library; ND237.E75M45 1986; (1 items out of 1 available)
Lyonel Feininger: city at the edge of the world. Text by T. Lux Feininger. Photos. by Andreas Feininger,ND237 .F33F4  and others,ND237 .F33F4 ,Physical version at KSL Stacks 3rd Floor; Kelvin Smith Library; ND237.F33F4; (1 items out of 1 available)
Lyonel Feininger. Edited by June L. Ness,ND237.F33N47 ,ND237.F33 N47 ,Physical version at KSL Stacks 3rd Floor; Kelvin Smith Library; ND237.F33N47; (1 items out of 1 available)
"Lyonel Feininger, with essays by Alois J. Schardt and Alfred H. Barr, jr., and excerpts from the artist's letters. Edited by Dorothy C. Miller. Marsden Hartley, with statements by the artist; foreword by Monroe Wheeler",ND237.F33N5 ,ND237.F33 N5 ,Physical version at KSL Stacks 3rd Floor; Kelvin Smith Library; ND237.F33N5; (1 items out of 1 available)
"Robert Feke, colonial portrait painter",,ND237.F35 F6 1969 ,Physical version at KSL Stacks 3rd Floor; Kelvin Smith Library; ND237.F35F6 1969; (1 items out of 1 available)
"John Folinsbee / by Peter Cook ; [editor, Peter B. Cook]",ND237.F64 C66 1994 ,ND237.F64 C66 1994 ,Physical version at KSL Stacks 3rd Floor; Kelvin Smith Library; ND237.F64C66 1994; (1 items out of 1 available)
"Helen Frankenthaler : a paintings retrospective / E.A. Carmean, Jr",ND237.F675A4 1989 ,ND237.F675 A4 1989 ,Physical version at KSL Stacks 3rd Floor; Kelvin Smith Library; ND237.F675A4 1989; (1 items out of 1 available)
Helen Frankenthaler / [Text] by E. C. Goossen,ND237.F675G68 1969 ,,Physical version at KSL Stacks 3rd Floor; Kelvin Smith Library; ND237.F675G68 1969; (1 items out of 1 available)
The late works,ND237.F677 A49 ,ND237.F677 A49 ,Physical version at KSL Stacks 3rd Floor; Kelvin Smith Library; ND237.F677A49; (1 items out of 1 available)
"Robert Irwin - Doug Wheeler, 1969. An exhibition organized by the Fort Worth Art Center Museum in cooperation with the Corcoran Gallery of Art, Washington, D. C., and the Stedelijk Museum, Amsterdam, Holland",ND237 .F678 ,ND237 .F678 ,Physical version at KSL Stacks 3rd Floor; Kelvin Smith Library; ND237.F678; (1 items out of 1 available)
"James E. Freeman, 1808-1884 : an American painter in Italy / John F. McGuigan Jr., Mary K. McGuigan",,ND237.F7 M38 2009 ,Physical version at KSL Stacks 3rd Floor; Kelvin Smith Library; ND237.F7 M38 2009; (1 items out of 1 available)
Jared French's myths / Nancy Grimes,,ND237.F718 A4 1993 ,Physical version at KSL Stacks 3rd Floor; Kelvin Smith Library; ND237.F718A4 1993; (1 items out of 1 available)
Louis Agassiz Fuertes : his life briefly told and his correspondence edited / by Mary Fuertes Boynton,ND237.F78 A3  and others,ND237.F78 A3 1956  and others,Physical version at KSL Stacks 3rd Floor; Kelvin Smith Library; ND237.F78A3; (1 items out of 1 available)
Jerry Garcia : the collected artwork / preface by Bob Dylan ; foreword by Mickey Hart ; edited by April Higashi,ND237.G271 J47 2005  and others,ND237.G271 J47 2005  and others,Physical version at KSL Stacks 3rd Floor; Kelvin Smith Library; ND237.G272A4 2005; (1 items out of 1 available)
"Carl Gaertner memorial exhibition : catalogue of an exhibition of works by Carl Gaertner, sponsored by the Cleveland Institute of Art and the Cleveland Museum of Art. Held at the Cleveland Museum of Art, June twenty-third through August second",ND237.G2C5 ,ND237.G2 C5 ,Physical version at KSL Stacks 3rd Floor; Kelvin Smith Library; ND237.G2C5; (1 items out of 1 available)
A charmed couple : the art and life of Walter and Matilda Gay / William Rieder,,ND237.G32 R53 2000 ,Physical version at KSL Stacks 3rd Floor; Kelvin Smith Library; ND237.G32R53 2000; (1 items out of 1 available)
Ruth Gikow. Introd. by Matthew Josephson,,ND237.G44 A57 1970 ,Physical version at KSL Stacks 3rd Floor; Kelvin Smith Library; ND237.G44A57 1970; (1 items out of 1 available)
"Sam Gilliam, paintings, 1970-1975, Fendrick Gallery, October 15 through November 8, 1975 : [catalogue]",ND237.G45F46 ,ND237.G45 F46 ,Physical version at KSL Stacks 3rd Floor; Kelvin Smith Library; ND237.G45F46; (1 items out of 1 available)
"Judith Godwin, style and grace / essays by Ann Gibson and Mark Scala ; acknowledgements by Joanne Kuebler",,ND237.G54 A4 1997 ,Physical version at KSL Stacks 3rd Floor; Kelvin Smith Library; ND237.G55A4 1997; (1 items out of 1 available)
William Glackens and the Ashcan group,ND237.G5 G55 ,ND237.G5 G55 ,Physical version at KSL Stacks 3rd Floor; Kelvin Smith Library; ND237.G5G55; (1 items out of 1 available)
A painter of darkness : Leon Golub and our times / Gerald Marzorati,ND237.G6113 M37 1992  and others,ND237.G6113 M37 1992 ,Physical version at KSL Stacks 3rd Floor; Kelvin Smith Library; ND237.G6113M37 1992; (1 items out of 1 available)
"With bold strokes : Boyer Gonzales, 1864-1934 / Edward Simmen",,ND237.G6115 S56 1997 ,Physical version at KSL Stacks 3rd Floor; Kelvin Smith Library; ND237.G6115S56 1997; (1 items out of 1 available)
Rethinking Arshile Gorky / Kim S. Theriault,,ND237.G613 T48 2009 ,Physical version at KSL Stacks 3rd Floor; Kelvin Smith Library; ND237.G613 T48 2009; (1 items out of 1 available)
Arshile Gorky : his life and work / Hayden Herrera,,ND237.G613 H47 2003 ,Physical version at KSL Stacks 3rd Floor; Kelvin Smith Library; ND237.G613H47 2003; (1 items out of 1 available)
"Arshile Gorky: the man, the time, the idea",ND237.G613R6 ,ND237.G613 R6 ,Physical version at KSL Stacks 3rd Floor; Kelvin Smith Library; ND237.G613R6; (1 items out of 1 available)
"John D. Graham, 1886-1961 / by Anne Carnegie Edgerton",ND237.G6145 E33 1984a ,ND237.G6145 E33 1984a ,Physical version at KSL Stacks 3rd Floor; Kelvin Smith Library; ND237.G6145E33 1984a; (1 items out of 1 available)
"Adolph Gottlieb, by Robert Doty and Diane Waldman",ND237.G614D6 1968 ,ND237.G614 D6 1968 ,Physical version at KSL Stacks 3rd Floor; Kelvin Smith Library; ND237.G614D6 1968; (1 items out of 1 available)
"Morris Graves, the early works / essay by Theodore F. Wolff",,ND237.G615 W653 1998 ,Physical version at KSL Stacks 3rd Floor; Kelvin Smith Library; ND237.G615W653 1998; (1 items out of 1 available)
A little yes and a big no : the autobiography of George Grosz / Illustrated by the author. Translated by Lola Sachs Dorin,,ND237.G68 A3 ,Physical version at KSL Stacks 3rd Floor; Kelvin Smith Library; ND237.G68A3; (1 items out of 1 available)
George Grosz / [Research by Rosalind Irvine],,ND237.G68 B3 ,Physical version at KSL Stacks 3rd Floor; Kelvin Smith Library; ND237.G68B3; (1 items out of 1 available)
Telling stories : Philip Guston's later works / David Kaufmann,,ND237.G8 K35 2010 ,Physical version at KSL Stacks 3rd Floor; Kelvin Smith Library; ND237.G8 K35 2010; (1 items out of 1 available)
"Philip Guston : a new alphabet, the late transition / exhibition and catalogue organized by Joanna Weber ; with essays by Joanna Weber and Harry Cooper and an afterword by Laura Greengold",,ND237.G8 A4 2000 ,Physical version at KSL Stacks 3rd Floor; Kelvin Smith Library; ND237.G8A4 2000; (1 items out of 1 available)
Guston in time : remembering Philip Guston / Ross Feld,,ND237.G8 A4 2003a ,Physical version at KSL Stacks 3rd Floor; Kelvin Smith Library; ND237.G8A4 2003a; (1 items out of 1 available)
Lilian Westcott Hale (1880-1963) : a woman painter of the Boston school / by Erica Eve Hirshler,ND237.H256 H5 1992a ,ND237.H256 H5 1992a ,Physical version at KSL Stacks 3rd Floor; Kelvin Smith Library; ND237.H256H5 1992a; (1 items out of 1 available)
"Gaylen Hansen : the paintings of a decade, 1975-1985",ND237.H294A4 1985 ,ND237.H294 A4 1985 ,Physical version at KSL Stacks 3rd Floor; Kelvin Smith Library; ND237.H294A4 1985; (1 items out of 1 available)
"Somehow a past : the autobiography of Marsden Hartley / edited, with an introduction by Susan Elizabeth Ryan",,ND237.H3435 A2 1997 ,Physical version at KSL Stacks 3rd Floor; Kelvin Smith Library; ND237.H3435A2 1997; (1 items out of 1 available)
"Marsden Hartley in Bavaria : an exhibition / organized by William Salzillo ; Gail Levin, guest curator",ND237.H3435 A4 1989  and others,ND237.H3435 A4 1989 ,Physical version at KSL Stacks 3rd Floor; Kelvin Smith Library; ND237.H3435A4 1989; (1 items out of 1 available)
"Marsden Hartley : race, region, and nation / Donna M. Cassidy",,ND237.H3435 C37 2005 ,Physical version at KSL Stacks 3rd Floor; Kelvin Smith Library; ND237.H3435C37 2005; (1 items out of 1 available)
Marsden Hartley : the biography of an American artist / Townsend Ludington,,ND237.H3435 L8 1998 ,Physical version at KSL Stacks 3rd Floor; Kelvin Smith Library; ND237.H3435L8 1998; (1 items out of 1 available)
The flag paintings of Childe Hassam / [text by] Ilene Susan Fort,ND237.H345F67 1988 ,ND237.H345 F67 1988 ,Physical version at KSL Stacks 3rd Floor; Kelvin Smith Library; ND237.H345F67 1988; (1 items out of 1 available)
"Martin Johnson Heade : a survey, 1840-1900 / Barbara Novak, Timothy A. Eaton",759.13 ,ND237.H39 A4 1996 ,Physical version at KSL Stacks 3rd Floor; Kelvin Smith Library; ND237.H39A4 1996; (1 items out of 1 available)
"The life and works of Martin Johnson Heade / Theodore E. Stebbins, Jr",,ND237.H39 S68 ,Physical version at KSL Stacks 3rd Floor; Kelvin Smith Library; ND237.H39S68; (1 items out of 1 available)
"Charles E. Heaney : memory, imagination, and place / Roger Hull ; introduction by Roger Saydack",ND237.H417 H85 2005 ,ND237.H419 A4 2005  and others,Physical version at KSL Stacks 3rd Floor; Kelvin Smith Library; ND237.H417H85 2005; (1 items out of 1 available)
"Eva Hesse spectres, 1960 / edited by E. Luanne McKinnon",,ND237.H42 A4 2010 ,Physical version at KSL Stacks 3rd Floor; Kelvin Smith Library; ND237.H42 A4 2010; (1 items out of 1 available)
"Mary Heilmann : to be someone / organized by Elizabeth Armstrong ; essays by Elizabeth Armstrong, Johanna Burton and Dave Hickey",ND237.H427 A4 2007 ,ND237.H427 A4 2007 ,Physical version at KSL Stacks 3rd Floor; Kelvin Smith Library; ND237.H427A4 2007; (1 items out of 1 available)
Mary Heilmann : Save the last dance for me / Terry R. Myers,,ND237.H427 M94 2007 ,Physical version at KSL Stacks 3rd Floor; Kelvin Smith Library; ND237.H427M94 2007; (1 items out of 1 available)
Al Held / by Marcia Tucker,ND237.H43T82 ,ND237.H43 T82 ,Physical version at KSL Stacks 3rd Floor; Kelvin Smith Library; ND237.H43T82; (1 items out of 1 available)
"Greg and Tim Hildebrandt, the Tolkien years / text by Gregory Hildebrandt, Jr. ; edited by Glenn Herdling ; concept and design by Spiderwebart",,ND237.H587 A4 2001 ,Physical version at KSL Stacks 3rd Floor; Kelvin Smith Library; ND237.H587A4 2001; (1 items out of 1 available)
"Edward Hicks, his life and art / Alice Ford",ND237.H58F6 1985 ,ND237.H58 F6 1985 ,Physical version at KSL Stacks 3rd Floor; Kelvin Smith Library; ND237.H58F6 1985; (1 items out of 1 available)
"Robert Henri and  his circle, by William Innes Homer with the assistance of Violet Organ",759.1H394ZH ,ND237.H5 H6 ,Physical version at KSL Stacks 3rd Floor; Kelvin Smith Library; ND237.H5H6; (1 items out of 1 available)
"Hans Hofmann : a retrospective exhibition, cosponsored by the Hirshhorn Museum and Sculpture Garden, October 14, 1976-January 2, 1977, and the Museum of Fine Arts, Houston, February 4-April 3, 1977 / by Walter Darby Bannard",ND237.H667B36 ,ND237.H667 B36 ,Physical version at KSL Stacks 3rd Floor; Kelvin Smith Library; ND237.H66 B36; (1 items out of 1 available)
Hans Hofmann : a retrospective / by Karen Wilkin,,ND237.H667 A4 2003 ,Physical version at KSL Stacks 3rd Floor; Kelvin Smith Library; ND237.H667A4 2003; (1 items out of 1 available)
Hans Hofmann / by Helmut Friedel and Tina Dickey,,ND237.H667 F7513 1998 ,Physical version at KSL Stacks 3rd Floor; Kelvin Smith Library; ND237.H667F7513 1998; (1 items out of 1 available)
Hans Hofmann,ND237.H667 W5  and others,ND237.H667 W5 ,Physical version at KSL Stacks 3rd Floor; Kelvin Smith Library; ND237.H667W5; (2 items out of 2 available)
"On William Hollingsworth, Jr. / Eudora Welty",759.13 ,ND237.H669445 W45 2002 ,Physical version at KSL Stacks 3rd Floor; Kelvin Smith Library; ND237.H669445W45 2002; (1 items out of 1 available)
"Charles Howard : retrospective exhibition 1925-1946, May 10 through June 9, 1946",ND237.H68 A2 1946  and others,ND237.H68 A2 1946 ,Physical version at KSL Stacks 3rd Floor; Kelvin Smith Library; ND237.H68A2 1946; (1 items out of 1 available)
